Date,ADA,ALGO,ANKR,ATOM,BAND,BAT,BNB,BTC,BUSD,CELR,CHZ,COS,DASH,DENT,DOCK,DOGE,DUSK,ENJ,EOS,ETC,ETH,FET,FTM,FUN,HBAR,HOT,ICX,IOST,LINK,LTC,MATIC,MTL,NEO,NULS,OMG,ONE,ONG,ONT,PERL,QTUM,REN,RVN,TFUEL,THETA,TOMO,TRX,VET,WAN,WAVES,WIN,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2017-08-17,,,,,,,,4285.08,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-18,,,,,,,,4108.37,,,,,,,,,,,,,293.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19,,,,,,,,4139.98,,,,,,,,,,,,,290.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-20,,,,,,,,4086.29,,,,,,,,,,,,,299.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21,,,,,,,,4016.0,,,,,,,,,,,,,323.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22,,,,,,,,4040.0,,,,,,,,,,,,,309.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23,,,,,,,,4114.01,,,,,,,,,,,,,315.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24,,,,,,,,4316.01,,,,,,,,,,,,,323.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-25,,,,,,,,4280.68,,,,,,,,,,,,,327.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-26,,,,,,,,4337.44,,,,,,,,,,,,,330.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-27,,,,,,,,4310.01,,,,,,,,,,,,,348.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28,,,,,,,,4386.69,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29,,,,,,,,4587.48,,,,,,,,,,,,,374.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30,,,,,,,,4555.14,,,,,,,,,,,,,385.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,,,,,,,,4724.89,,,,,,,,,,,,,384.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,,,,,,,,4834.91,,,,,,,,,,,,,388.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-02,,,,,,,,4472.14,,,,,,,,,,,,,343.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-03,,,,,,,,4509.08,,,,,,,,,,,,,341.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04,,,,,,,,4100.11,,,,,,,,,,,,,283.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-05,,,,,,,,4366.47,,,,,,,,,,,,,312.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-06,,,,,,,,4619.77,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-07,,,,,,,,4691.61,,,,,,,,,,,,,334.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-08,,,,,,,,4282.8,,,,,,,,,,,,,302.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-09,,,,,,,,4258.81,,,,,,,,,,,,,296.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-10,,,,,,,,4130.37,,,,,,,,,,,,,293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,,,4208.47,,,,,,,,,,,,,297.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,,,4163.72,,,,,,,,,,,,,293.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,,,3944.69,,,,,,,,,,,,,276.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-14,,,,,,,,3189.02,,,,,,,,,,,,,215.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,,,,,,,,3700.0,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-16,,,,,,,,3714.95,,,,,,,,,,,,,249.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-17,,,,,,,,3699.99,,,,,,,,,,,,,257.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-18,,,,,,,,4035.01,,,,,,,,,,,,,294.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,,,3910.04,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,,,3900.0,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-21,,,,,,,,3609.99,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,,,,,,,,3595.87,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23,,,,,,,,3780.0,,,,,,,,,,,,,285.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-24,,,,,,,,3660.02,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,,,3920.75,,,,,,,,,,,,,294.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,,,3882.35,,,,,,,,,,,,,287.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,,,4193.0,,,,,,,,,,,,,309.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,,,,,,,,4174.5,,,,,,,,,,,,,302.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,,,,,,,,4174.69,,,,,,,,,,,,,292.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,4378.51,,,,,,,,,,,,,304.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,,,4378.48,,,,,,,,,,,,,303.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,,4380.0,,,,,,,,,,,,,296.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,,,4310.0,,,,,,,,,,,,,292.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,,,,,,,,4208.59,,,,,,,,,,,,,291.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,,,,,,,,4292.43,,,,,,,,,,,,,294.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,,,,,,,,4369.0,,,,,,,,,,,,,310.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07,,,,,,,,4423.0,,,,,,,,,,,,,311.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-08,,,,,,,,4640.0,,,,,,,,,,,,,311.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,,,,,,,,4786.95,,,,,,,,,,,,,297.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,,,,,,,,4783.06,,,,,,,,,,,,,298.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,,,,,,,,4821.43,,,,,,,,,,,,,304.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,,,,,,,,5430.0,,,,,,,,,,,,,303.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,,,,,,,,5649.98,,,,,,,,,,,,,337.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-14,,,,,,,,5869.99,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-15,,,,,,,,5709.99,,,,,,,,,,,,,337.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,,,,,,,,5760.02,,,,,,,,,,,,,335.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,,,,,,,,5595.0,,,,,,,,,,,,,315.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,,,,,,,,5512.06,,,,,,,,,,,,,309.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,,,,,,,,5683.9,,,,,,,,,,,,,308.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,,,,,,,,6010.01,,,,,,,,,,,,,304.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-21,,,,,,,,6024.97,,,,,,,,,,,,,298.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-22,,,,,,,,5950.02,,,,,,,,,,,,,293.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,,,,,,,,5915.93,,,,,,,,,,,,,281.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,,,,,,,,5477.03,,,,,,,,,,,,,297.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,,,,,,,,5689.99,,,,,,,,,,,,,294.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,,,,,,,,5861.77,,,,,,,,,,,,,294.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,,,,,,,,5768.83,,,,,,,,,,,,,296.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-28,,,,,,,,5719.64,,,,,,,,,,,,,291.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29,,,,,,,,6169.98,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,,,,,,,,6120.5,,,,,,,,,,,,,307.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,,,,,,,,6463.0,,,,,,,,,,,,,304.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,,,,,,,,6753.98,,,,,,,,,,,,,287.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,,,,,,,,7019.98,,,,,,,,,,,,,283.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,,,,,,,,7115.04,,,,,,,,,,,,,304.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-04,,,,,,,,7357.09,,,,,,,,,,,,,298.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-05,,,,,,,,7345.01,,,,,,,,,,,,,295.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,,,,,,,1.571,6960.12,,,,,,,,,,,,,297.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,,,,,,,1.8,7064.04,,,,,,,,,,,,,291.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,,,,,,,1.9889,7303.0,,,,,,,,,,,,,303.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,,,,,,,1.99,7079.99,,,,,,,,,,,,,317.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,,,,,,,1.7133,6506.98,,,,,,,,,,,,,293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11,,,,,,,1.655,6245.05,,,,,,,,,,,,,310.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12,,,,,,,1.49,5811.03,,,,,,,,,,,,,305.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,,,,,,,1.68,6465.99,,,,,,,,,,,,,312.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,,,,,,,1.5911,6574.99,,,,,,,,,,,,,335.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,,,,,,,1.5532,7240.06,,,,,,,,,,,,,331.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,,,,,,,1.5599,7864.5,,,,,,,,,,,,,331.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,,,,,,,1.5041,7699.19,,,,,,,,,,,,,331.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18,,,,,,,1.6699,7761.94,,,,,,,,,,,,,346.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,,,,,,,1.6,8038.0,,,,,,,,,,,,,354.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,,,,,,,1.64,8212.0,,,,,,,,,,,,,367.42,,,,,,,,,,,,35.582,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,,,,,,,1.5874,8119.51,,,,,,,,,,,,,362.12,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,,,,,,,1.6158,8205.92,,,,,,,,,,,,,380.65,,,,,,,,,,,,35.005,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,,,,,,,1.57,8019.99,,,,,,,,,,,,,405.0,,,,,,,,,,,,34.69,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,,,,,,,1.7292,8138.0,,,,,,,,,,,,,469.0,,,,,,,,,,,,34.5,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-25,,,,,,,1.87,8700.01,,,,,,,,,,,,,461.82,,,,,,,,,,,,37.831,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-26,,,,,,,1.8388,9128.02,,,,,,,,,,,,,462.84,,,,,,,,,,,,37.81,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,,,,,,,1.9532,9650.0,,,,,,,,,,,,,472.31,,,,,,,,,,,,39.102,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,,,,,,,1.9249,9896.8,,,,,,,,,,,,,466.17,,,,,,,,,,,,37.611,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,,,,,,,1.7565,9687.88,,,,,,,,,,,,,421.7,,,,,,,,,,,,32.482,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,,,,,,,1.95,9838.96,,,,,,,,,,,,,427.43,,,,,,,,,,,,32.438,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,,,,,,,2.0527,10782.99,,,,,,,,,,,,,457.51,,,,,,,,,,,,35.343,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02,,,,,,,2.0797,10890.01,,,,,,,,,,,,,457.63,,,,,,,,,,,,35.046,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-03,,,,,,,2.2617,11165.41,,,,,,,,,,,,,460.3,,,,,,,,,,,,36.589,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,,,,,,,2.55,11579.0,,,,,,,,,,,,,466.67,,,,,,,,,,,,41.808,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,,,,,,,2.612,11699.99,,,,,,,,,,,,,452.26,,,,,,,,,,,,38.661,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,,,,,,,2.5134,13550.05,,,,,,,,,,,,,411.01,,,,,,,,,,,,34.634,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,,,,,,,2.6625,16599.0,,,,,,,,,,,,,406.33,,,,,,,,,,,,33.215,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,,,,,,,2.79,15880.0,,,,,,,,,,,,,442.56,,,,,,,,,,,,35.594,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,,,,,,,2.65,14656.07,,,,,,,,,,,,,460.0,,,,,,,,,,,,35.097,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-10,,,,,,,2.4619,14899.98,,,,,,,,,,,,,427.35,,,,,,,,,,,,32.598,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,,,,,,,2.687,16587.97,,,,,,,,,,,,,508.7,,,,,,,,,,,,35.777,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,,,,,,,2.5547,16349.99,,,,,,,,,,,,,620.0,,,,,,,,,,,,38.836,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,,,,,,,2.719,16033.29,,,,,,,,,,,,,683.99,,,,,,,,,290.01,,,43.906,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,,,,,,,3.1519,16334.98,,,,,,,,,,,,,679.76,,,,,,,,,272.4,,,50.273,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,,,,,,,4.12,17539.83,,,,,,,,,,,,,674.95,,,,,,,,,294.0,,,47.833,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16,,,,,,,4.6378,19102.66,,,,,,,,,,,,,682.81,,,,,,,,,293.97,,,49.116,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,,,,,,,5.999,18860.02,,,,,,,,,,,,,707.64,,,,,,,,,311.4,,,67.187,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,,,,,,,6.0,18856.25,,,,,,,,,,,,,784.0,,,,,,,,,352.0,,,77.038,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,,,,,,,5.6999,17295.2,,,,,,,,,,,,,798.0,,,,,,,,,338.48,,,69.75,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,,,,,,,5.1502,16488.98,,,,,,,,,,,,,790.21,,,,,,,,,302.7,,,76.879,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,,,,,,,5.1596,15492.64,,,,,,,,,,,,,782.41,,,,,,,,,302.0,,,70.75,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,,,,,,,4.2912,13326.61,,,,,,,,,,,,,635.97,,,,,,,,,250.99,,,55.365,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-23,,,,,,,4.4,13300.0,,,,,,,,,,,,,640.34,,,,,,,,,253.44,,,56.497,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,,,,,,,5.181,13500.0,,,,,,,,,,,,,658.0,,,,,,,,,262.9,,,58.34,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-25,,,,,,,6.4631,13699.34,,,,,,,,,,,,,714.95,,,,,,,,,261.2,,,65.476,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,,,,,,,9.254,15689.01,,,,,,,,,,,,,750.0,,,,,,,,,277.98,,,65.231,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,,,,,,,10.0731,15459.99,,,,,,,,,,,,,739.89,,,,,,,,,262.59,,,66.3,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,,,,,,,9.25,14182.11,,,,,,,,,,,,,707.89,,,,,,,,,244.68,,,64.48,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,,,,,,,8.7094,14378.9,,,,,,,,,,,,,733.99,,,,,,,,,238.27,,,73.133,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-30,,,,,,,7.5947,12440.01,,,,,,,,,,,,,681.06,,,,,,,,,206.03,,,70.783,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,,8.53,13716.36,,,,,,,,,,,,,733.98,,,,,,,,,223.69,,,74.853,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,,,,,,,8.45,13380.0,,,,,,,,,,,,,754.99,,,,,,,,,222.61,,,78.299,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,8.715,14675.11,,,,,,,,,,,,,855.28,,,,,,,,,247.33,,,89.696,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,,,,,,,9.304,14919.51,,,,,,,,,,,,,934.03,,,,,,,,,238.77,,,103.505,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,,,,,,,9.143,15059.54,,,,,,,,,,,,,940.0,,,,,,,,,233.0,,,97.669,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,,,,,,,14.8908,16960.39,,,,,,,,,,,,,959.3,,,,,,,,,240.54,,,95.134,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06,,,,,,,22.6,17069.79,,,,,,,,,,,,,1004.11,,,,,,,,,275.28,,,100.491,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-07,,,,,,,18.594,16150.03,,,,,,,,,,,,,1123.09,,,,,,,,,269.01,,,103.096,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,,,,,,,17.9971,14902.54,,,,,,,,,,,,,1133.18,,,,,,,,,252.65,,,101.361,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,,,,,,,17.399,14400.0,,,,,,,,,,,,,1291.0,,,,,,,,,244.48,,,126.7,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,,,,,,,17.5,14907.09,,,,,,,,,,,,,1247.0,,,,,,,,,247.63,,,122.239,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,,,,,,,21.2024,13238.78,,,,,,,,,,,,,1138.93,,,,,,,,,223.77,,,107.701,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,,,,,,,22.1999,13740.01,,,,,,,,,,,,,1253.87,,,,,,,,,233.11,,,123.111,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-13,,,,,,,22.0246,14210.0,,,,,,,,,,,,,1388.02,,,,,,,,,257.98,,,139.777,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-14,,,,,,,20.4541,13474.99,,,,,,,,,,,,,1347.0,,,,,,,,,234.12,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,,,,,,,19.3396,13539.93,,,,,,,,,,,,,1271.0,,,,,,,,,229.5,,,189.382,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,,,,,,,13.1996,10900.0,,,,,,,,,,,,,1000.0,,,,,,,,,179.28,,,137.502,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,,,,,,,14.1998,10988.79,,,,,,,,,,,,,1000.0,,,,,,,,,182.44,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,,,,,,,14.1397,10961.97,,,,,,,,,,,,,994.0,,,,,,,,,186.14,,,139.501,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,,,,,,,14.9447,11474.98,,,,,,,,,,,,,1032.5,,,,,,,,,191.42,,,139.523,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,,,,,,,16.1712,12799.94,,,,,,,,,,,,,1152.75,,,,,,,,,210.4,,,149.999,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-21,,,,,,,14.1334,11530.0,,,,,,,,,,,,,1049.0,,,,,,,,,190.16,,,132.589,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,12.91,10760.05,,,,,,,,,,,,,993.0,,,,,,,,,178.0,,,123.314,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,13.1022,10799.18,,,,,,,,,,,,,980.0,,,,,,,,,176.98,,,122.77,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,13.8,11349.99,,,,,,,,,,,,,1061.0,,,,,,,,,180.89,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,13.1905,11175.27,,,,,,,,,,,,,1056.52,,,,,,,,,179.59,,,138.024,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,13.1344,11089.0,,,,,,,,,,,,,1051.03,,,,,,,,,177.09,,,137.621,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,,,13.3994,11491.0,,,,,,,,,,,,,1118.99,,,,,,,,,182.1,,,141.959,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,,,,,13.7739,11879.95,,,,,,,,,,,,,1251.96,,,,,,,,,196.74,,,154.101,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,12.815,11251.0,,,,,,,,,,,,,1177.01,,,,,,,,,181.5,,,168.289,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,11.4749,10237.51,,,,,,,,,,,,,1085.5,,,,,,,,,168.21,,,146.185,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,,,,,,,11.3131,10285.1,,,,,,,,,,,,,1124.81,,,,,,,,,165.19,,,146.488,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,,,,,,,9.5138,9224.52,,,,,,,,,,,,,1041.94,,,,,,,,,143.69,,,126.5,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,9.7484,8873.03,,,,,,,,,,,,,922.3,,,,,,,,,131.68,,,121.155,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,9.7252,9199.96,,,,,,,,,,,,,971.0,,,,,,,,,160.3,,,124.601,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,8.3511,8184.81,,,,,,,,,,,,,823.56,,,,,,,,,147.09,,,107.025,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,6.7315,6939.99,,,,,,,,,,,,,697.92,,,,,,,,,125.17,,,82.136,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,8.263,7652.14,,,,,,,,,,,,,779.25,,,,,,,,,141.0,,,103.534,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,8.0647,7599.0,,,,,,,,,,,,,754.0,,,,,,,,,137.21,,,102.337,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,8.2791,7784.02,,,,,,,,,,,,,781.66,,,,,,,,,142.37,,,109.2,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,9.86,8683.92,,,,,,,,,,,,,877.0,,,,,,,,,163.73,,,114.52,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,,,,,,,9.2448,8533.98,,,,,,,,,,,,,851.15,,,,,,,,,154.65,,,107.3,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-11,,,,,,,8.674,8063.88,,,,,,,,,,,,,808.99,,,,,,,,,148.28,,,101.707,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,9.3389,8903.0,,,,,,,,,,,,,866.66,,,,,,,,,161.49,,,111.89,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,9.016,8539.9,,,,,,,,,,,,,841.57,,,,,,,,,159.63,,,108.5,,,,,,,,,,,,,,,,,,,,,,,,
